page_name,date,region,amt_spent
Amy Klobuchar,2020-02-02,Nebraska,166
Amy Klobuchar,2020-02-09,Nebraska,220
Amy Klobuchar,2020-02-16,Nebraska,237
Amy Klobuchar,2020-02-23,Nebraska,168
Amy Klobuchar,2020-03-01,Nebraska,100
Amy Klobuchar,2020-03-08,Nebraska,100
Andrew Yang for President 2020,2019-10-20,Nebraska,100
Andrew Yang for President 2020,2019-10-27,Nebraska,100
Andrew Yang for President 2020,2019-11-03,Nebraska,100
Andrew Yang for President 2020,2019-11-10,Nebraska,100
Andrew Yang for President 2020,2019-11-17,Nebraska,100
Andrew Yang for President 2020,2019-11-24,Nebraska,355
Andrew Yang for President 2020,2019-12-01,Nebraska,100
Andrew Yang for President 2020,2019-12-15,Nebraska,100
Andrew Yang for President 2020,2019-12-22,Nebraska,100
Andrew Yang for President 2020,2019-12-29,Nebraska,100
Andrew Yang for President 2020,2020-01-05,Nebraska,362
Andrew Yang for President 2020,2020-01-12,Nebraska,329
Andrew Yang for President 2020,2020-01-19,Nebraska,386
Andrew Yang for President 2020,2020-01-26,Nebraska,380
Andrew Yang for President 2020,2020-02-02,Nebraska,151
Andrew Yang for President 2020,2020-02-09,Nebraska,100
Andrew Yang for President 2020,2020-02-16,Nebraska,100
Bernie Sanders,2019-10-20,Nebraska,279
Bernie Sanders,2019-10-27,Nebraska,230
Bernie Sanders,2019-11-03,Nebraska,698
Bernie Sanders,2019-11-10,Nebraska,986
Bernie Sanders,2019-11-17,Nebraska,407
Bernie Sanders,2019-11-24,Nebraska,649
Bernie Sanders,2019-12-01,Nebraska,737
Bernie Sanders,2019-12-15,Nebraska,879
Bernie Sanders,2019-12-22,Nebraska,651
Bernie Sanders,2019-12-29,Nebraska,1529
Bernie Sanders,2020-01-05,Nebraska,1444
Bernie Sanders,2020-01-12,Nebraska,421
Bernie Sanders,2020-01-19,Nebraska,1194
Bernie Sanders,2020-01-26,Nebraska,867
Bernie Sanders,2020-02-02,Nebraska,2504
Bernie Sanders,2020-02-09,Nebraska,754
Bernie Sanders,2020-02-16,Nebraska,757
Bernie Sanders,2020-02-23,Nebraska,2154
Bernie Sanders,2020-03-01,Nebraska,2544
Bernie Sanders,2020-03-08,Nebraska,2413
Bernie Sanders,2020-03-15,Nebraska,928
Bernie Sanders,2020-03-22,Nebraska,144
Cory Booker,2019-10-20,Nebraska,200
Cory Booker,2019-10-27,Nebraska,200
Cory Booker,2019-11-03,Nebraska,232
Cory Booker,2019-11-10,Nebraska,200
Cory Booker,2019-11-17,Nebraska,100
Cory Booker,2019-11-24,Nebraska,100
Cory Booker,2019-12-01,Nebraska,100
Cory Booker,2019-12-15,Nebraska,100
Cory Booker,2019-12-22,Nebraska,118
Cory Booker,2019-12-29,Nebraska,100
Cory Booker,2020-01-05,Nebraska,226
Cory Booker,2020-01-12,Nebraska,100
Cory Booker,2020-01-19,Nebraska,100
Cory Booker,2020-05-10,Nebraska,100
Donald J. Trump,2019-10-20,Nebraska,1223
Donald J. Trump,2019-10-27,Nebraska,1368
Donald J. Trump,2019-11-03,Nebraska,2044
Donald J. Trump,2019-11-10,Nebraska,1631
Donald J. Trump,2019-11-17,Nebraska,5204
Donald J. Trump,2019-11-24,Nebraska,2873
Donald J. Trump,2019-12-01,Nebraska,1315
Donald J. Trump,2019-12-15,Nebraska,4064
Donald J. Trump,2019-12-22,Nebraska,7960
Donald J. Trump,2019-12-29,Nebraska,2163
Donald J. Trump,2020-01-05,Nebraska,3886
Donald J. Trump,2020-01-12,Nebraska,3761
Donald J. Trump,2020-01-19,Nebraska,4425
Donald J. Trump,2020-01-26,Nebraska,5899
Donald J. Trump,2020-02-02,Nebraska,10574
Donald J. Trump,2020-02-09,Nebraska,8559
Donald J. Trump,2020-02-16,Nebraska,2266
Donald J. Trump,2020-02-23,Nebraska,1781
Donald J. Trump,2020-03-01,Nebraska,2111
Donald J. Trump,2020-03-08,Nebraska,2106
Donald J. Trump,2020-03-15,Nebraska,2161
Donald J. Trump,2020-03-22,Nebraska,2913
Donald J. Trump,2020-03-29,Nebraska,2996
Donald J. Trump,2020-04-05,Nebraska,3533
Donald J. Trump,2020-04-12,Nebraska,3049
Donald J. Trump,2020-04-19,Nebraska,4795
Donald J. Trump,2020-04-26,Nebraska,3413
Donald J. Trump,2020-05-03,Nebraska,3852
Donald J. Trump,2020-05-10,Nebraska,3171
Elizabeth Warren,2019-10-20,Nebraska,1208
Elizabeth Warren,2019-10-27,Nebraska,1200
Elizabeth Warren,2019-11-03,Nebraska,1148
Elizabeth Warren,2019-11-10,Nebraska,1030
Elizabeth Warren,2019-11-17,Nebraska,828
Elizabeth Warren,2019-11-24,Nebraska,1033
Elizabeth Warren,2019-12-01,Nebraska,1039
Elizabeth Warren,2019-12-15,Nebraska,1409
Elizabeth Warren,2019-12-22,Nebraska,1879
Elizabeth Warren,2019-12-29,Nebraska,1698
Elizabeth Warren,2020-01-05,Nebraska,1009
Elizabeth Warren,2020-01-12,Nebraska,828
Elizabeth Warren,2020-01-19,Nebraska,1314
Elizabeth Warren,2020-01-26,Nebraska,1078
Elizabeth Warren,2020-02-02,Nebraska,1731
Elizabeth Warren,2020-02-09,Nebraska,766
Elizabeth Warren,2020-02-16,Nebraska,549
Elizabeth Warren,2020-02-23,Nebraska,1167
Elizabeth Warren,2020-03-01,Nebraska,1162
Elizabeth Warren,2020-03-08,Nebraska,467
Elizabeth Warren,2020-03-29,Nebraska,100
Elizabeth Warren,2020-04-05,Nebraska,100
Elizabeth Warren,2020-04-12,Nebraska,100
Elizabeth Warren,2020-04-19,Nebraska,100
Elizabeth Warren,2020-04-26,Nebraska,100
Elizabeth Warren,2020-05-03,Nebraska,100
Elizabeth Warren,2020-05-10,Nebraska,100
Joe Biden,2019-10-20,Nebraska,329
Joe Biden,2019-10-27,Nebraska,320
Joe Biden,2019-11-03,Nebraska,378
Joe Biden,2019-11-10,Nebraska,295
Joe Biden,2019-11-17,Nebraska,284
Joe Biden,2019-11-24,Nebraska,171
Joe Biden,2019-12-01,Nebraska,182
Joe Biden,2019-12-15,Nebraska,570
Joe Biden,2019-12-22,Nebraska,366
Joe Biden,2019-12-29,Nebraska,366
Joe Biden,2020-01-05,Nebraska,349
Joe Biden,2020-01-12,Nebraska,335
Joe Biden,2020-01-19,Nebraska,192
Joe Biden,2020-01-26,Nebraska,352
Joe Biden,2020-02-02,Nebraska,449
Joe Biden,2020-02-09,Nebraska,536
Joe Biden,2020-02-16,Nebraska,154
Joe Biden,2020-02-23,Nebraska,290
Joe Biden,2020-03-01,Nebraska,1780
Joe Biden,2020-03-08,Nebraska,6546
Joe Biden,2020-03-15,Nebraska,2784
Joe Biden,2020-03-22,Nebraska,3227
Joe Biden,2020-03-29,Nebraska,3399
Joe Biden,2020-04-05,Nebraska,3336
Joe Biden,2020-04-12,Nebraska,4164
Joe Biden,2020-04-19,Nebraska,3768
Joe Biden,2020-04-26,Nebraska,1568
Joe Biden,2020-05-03,Nebraska,2281
Joe Biden,2020-05-10,Nebraska,2486
Pete Buttigieg,2019-10-20,Nebraska,2099
Pete Buttigieg,2019-10-27,Nebraska,1587
Pete Buttigieg,2019-11-03,Nebraska,1258
Pete Buttigieg,2019-11-10,Nebraska,1183
Pete Buttigieg,2019-11-17,Nebraska,629
Pete Buttigieg,2019-11-24,Nebraska,1364
Pete Buttigieg,2019-12-01,Nebraska,179
Pete Buttigieg,2019-12-15,Nebraska,253
Pete Buttigieg,2019-12-22,Nebraska,441
Pete Buttigieg,2019-12-29,Nebraska,394
Pete Buttigieg,2020-01-05,Nebraska,465
Pete Buttigieg,2020-01-12,Nebraska,279
Pete Buttigieg,2020-01-19,Nebraska,619
Pete Buttigieg,2020-01-26,Nebraska,266
Pete Buttigieg,2020-02-02,Nebraska,777
Pete Buttigieg,2020-02-09,Nebraska,1964
Pete Buttigieg,2020-02-16,Nebraska,1007
Pete Buttigieg,2020-02-23,Nebraska,1380
Pete Buttigieg,2020-03-01,Nebraska,946
Tom Steyer,2019-10-20,Nebraska,408
Tom Steyer,2019-10-27,Nebraska,356
Tom Steyer,2019-11-03,Nebraska,211
Tom Steyer,2019-11-10,Nebraska,363
Tom Steyer,2019-11-17,Nebraska,1869
Tom Steyer,2019-11-24,Nebraska,3806
Tom Steyer,2019-12-01,Nebraska,2660
Tom Steyer,2019-12-15,Nebraska,303
Tom Steyer,2019-12-22,Nebraska,2059
Tom Steyer,2019-12-29,Nebraska,4509
Tom Steyer,2020-01-05,Nebraska,4139
Tom Steyer,2020-01-12,Nebraska,1475
Tom Steyer,2020-01-19,Nebraska,2995
Tom Steyer,2020-01-26,Nebraska,1993
Tom Steyer,2020-02-02,Nebraska,100
Tom Steyer,2020-02-09,Nebraska,100
Tom Steyer,2020-02-23,Nebraska,100
Amy Klobuchar,2019-10-20,Nevada,264
Amy Klobuchar,2019-10-27,Nevada,200
Amy Klobuchar,2019-11-03,Nevada,971
Amy Klobuchar,2019-11-10,Nevada,962
Amy Klobuchar,2019-11-17,Nevada,972
Amy Klobuchar,2019-11-24,Nevada,199
Amy Klobuchar,2019-12-01,Nevada,100
Amy Klobuchar,2019-12-15,Nevada,155
Amy Klobuchar,2019-12-22,Nevada,250
Amy Klobuchar,2019-12-29,Nevada,232
Amy Klobuchar,2020-01-05,Nevada,1151
Amy Klobuchar,2020-01-12,Nevada,191
Amy Klobuchar,2020-01-19,Nevada,235
Amy Klobuchar,2020-01-26,Nevada,368
Amy Klobuchar,2020-02-02,Nevada,154
Amy Klobuchar,2020-02-09,Nevada,288
Amy Klobuchar,2020-02-16,Nevada,25098
Amy Klobuchar,2020-02-23,Nevada,40929
Amy Klobuchar,2020-03-01,Nevada,173
Amy Klobuchar,2020-03-08,Nevada,100
Andrew Yang for President 2020,2019-10-20,Nevada,100
Andrew Yang for President 2020,2019-10-27,Nevada,100
Andrew Yang for President 2020,2019-11-03,Nevada,100
Andrew Yang for President 2020,2019-11-10,Nevada,100
Andrew Yang for President 2020,2019-11-17,Nevada,367
Andrew Yang for President 2020,2019-11-24,Nevada,155
Andrew Yang for President 2020,2019-12-01,Nevada,100
Andrew Yang for President 2020,2019-12-15,Nevada,100
Andrew Yang for President 2020,2019-12-22,Nevada,100
Andrew Yang for President 2020,2019-12-29,Nevada,100
Andrew Yang for President 2020,2020-01-05,Nevada,100
Andrew Yang for President 2020,2020-01-12,Nevada,100
Andrew Yang for President 2020,2020-01-19,Nevada,168
Andrew Yang for President 2020,2020-01-26,Nevada,821
Andrew Yang for President 2020,2020-02-02,Nevada,349
Andrew Yang for President 2020,2020-02-09,Nevada,317
Andrew Yang for President 2020,2020-02-16,Nevada,100
Bernie Sanders,2019-10-20,Nevada,542
Bernie Sanders,2019-10-27,Nevada,416
Bernie Sanders,2019-11-03,Nevada,1154
Bernie Sanders,2019-11-10,Nevada,168
Bernie Sanders,2019-11-17,Nevada,798
Bernie Sanders,2019-11-24,Nevada,8848
Bernie Sanders,2019-12-01,Nevada,22268
Bernie Sanders,2019-12-15,Nevada,17067
Bernie Sanders,2019-12-22,Nevada,10608
Bernie Sanders,2019-12-29,Nevada,3115
Bernie Sanders,2020-01-05,Nevada,2862
Bernie Sanders,2020-01-12,Nevada,10530
Bernie Sanders,2020-01-19,Nevada,11347
Bernie Sanders,2020-01-26,Nevada,26839
Bernie Sanders,2020-02-02,Nevada,18667
Bernie Sanders,2020-02-09,Nevada,17489
Bernie Sanders,2020-02-16,Nevada,30474
Bernie Sanders,2020-02-23,Nevada,51122
Bernie Sanders,2020-03-01,Nevada,6037
Bernie Sanders,2020-03-08,Nevada,4941
Bernie Sanders,2020-03-15,Nevada,1553
Bernie Sanders,2020-03-22,Nevada,234
Cory Booker,2019-10-20,Nevada,200
Cory Booker,2019-10-27,Nevada,200
Cory Booker,2019-11-03,Nevada,321
Cory Booker,2019-11-10,Nevada,203
Cory Booker,2019-11-17,Nevada,100
Cory Booker,2019-11-24,Nevada,127
Cory Booker,2019-12-01,Nevada,100
Cory Booker,2019-12-15,Nevada,100
Cory Booker,2019-12-22,Nevada,587
Cory Booker,2019-12-29,Nevada,861
Cory Booker,2020-01-05,Nevada,195
Cory Booker,2020-01-12,Nevada,100
Cory Booker,2020-01-19,Nevada,100
Cory Booker,2020-05-10,Nevada,100
Donald J. Trump,2019-10-20,Nevada,2613
Donald J. Trump,2019-10-27,Nevada,2548
Donald J. Trump,2019-11-03,Nevada,3520
Donald J. Trump,2019-11-10,Nevada,3234
Donald J. Trump,2019-11-17,Nevada,8892
Donald J. Trump,2019-11-24,Nevada,5067
Donald J. Trump,2019-12-01,Nevada,2280
Donald J. Trump,2019-12-15,Nevada,6211
Donald J. Trump,2019-12-22,Nevada,12179
Donald J. Trump,2019-12-29,Nevada,3429
Donald J. Trump,2020-01-05,Nevada,6163
Donald J. Trump,2020-01-12,Nevada,6776
Donald J. Trump,2020-01-19,Nevada,6593
Donald J. Trump,2020-01-26,Nevada,8932
Donald J. Trump,2020-02-02,Nevada,16098
Donald J. Trump,2020-02-09,Nevada,13921
Donald J. Trump,2020-02-16,Nevada,3836
Donald J. Trump,2020-02-23,Nevada,20573
Donald J. Trump,2020-03-01,Nevada,3980
Donald J. Trump,2020-03-08,Nevada,3879
Donald J. Trump,2020-03-15,Nevada,3873
Donald J. Trump,2020-03-22,Nevada,4824
Donald J. Trump,2020-03-29,Nevada,4944
Donald J. Trump,2020-04-05,Nevada,5734
Donald J. Trump,2020-04-12,Nevada,5787
Donald J. Trump,2020-04-19,Nevada,10142
Donald J. Trump,2020-04-26,Nevada,6221
Donald J. Trump,2020-05-03,Nevada,6949
Donald J. Trump,2020-05-10,Nevada,5273
Elizabeth Warren,2019-10-20,Nevada,5747
Elizabeth Warren,2019-10-27,Nevada,3340
Elizabeth Warren,2019-11-03,Nevada,3315
Elizabeth Warren,2019-11-10,Nevada,4053
Elizabeth Warren,2019-11-17,Nevada,4848
Elizabeth Warren,2019-11-24,Nevada,1593
Elizabeth Warren,2019-12-01,Nevada,2978
Elizabeth Warren,2019-12-15,Nevada,5326
Elizabeth Warren,2019-12-22,Nevada,1766
Elizabeth Warren,2019-12-29,Nevada,1463
Elizabeth Warren,2020-01-05,Nevada,1050
Elizabeth Warren,2020-01-12,Nevada,3129
Elizabeth Warren,2020-01-19,Nevada,3123
Elizabeth Warren,2020-01-26,Nevada,8732
Elizabeth Warren,2020-02-02,Nevada,8001
Elizabeth Warren,2020-02-09,Nevada,10091
Elizabeth Warren,2020-02-16,Nevada,24811
Elizabeth Warren,2020-02-23,Nevada,47378
Elizabeth Warren,2020-03-01,Nevada,1735
Elizabeth Warren,2020-03-08,Nevada,739
Elizabeth Warren,2020-03-29,Nevada,100
Elizabeth Warren,2020-04-05,Nevada,100
Elizabeth Warren,2020-04-12,Nevada,100
Elizabeth Warren,2020-04-19,Nevada,100
Elizabeth Warren,2020-04-26,Nevada,100
Elizabeth Warren,2020-05-03,Nevada,100
Elizabeth Warren,2020-05-10,Nevada,100
Joe Biden,2019-10-20,Nevada,577
Joe Biden,2019-10-27,Nevada,556
Joe Biden,2019-11-03,Nevada,722
Joe Biden,2019-11-10,Nevada,654
Joe Biden,2019-11-17,Nevada,579
Joe Biden,2019-11-24,Nevada,374
Joe Biden,2019-12-01,Nevada,121
Joe Biden,2019-12-15,Nevada,582
Joe Biden,2019-12-22,Nevada,748
Joe Biden,2019-12-29,Nevada,725
Joe Biden,2020-01-05,Nevada,627
Joe Biden,2020-01-12,Nevada,367
Joe Biden,2020-01-19,Nevada,282
Joe Biden,2020-01-26,Nevada,525
Joe Biden,2020-02-02,Nevada,10261
Joe Biden,2020-02-09,Nevada,21107
Joe Biden,2020-02-16,Nevada,30007
Joe Biden,2020-02-23,Nevada,34478
Joe Biden,2020-03-01,Nevada,3824
Joe Biden,2020-03-08,Nevada,13466
Joe Biden,2020-03-15,Nevada,4988
Joe Biden,2020-03-22,Nevada,6470
Joe Biden,2020-03-29,Nevada,6671
Joe Biden,2020-04-05,Nevada,6465
Joe Biden,2020-04-12,Nevada,8490
Joe Biden,2020-04-19,Nevada,7251
Joe Biden,2020-04-26,Nevada,3254
Joe Biden,2020-05-03,Nevada,4163
Joe Biden,2020-05-10,Nevada,4332
Pete Buttigieg,2019-10-20,Nevada,2962
Pete Buttigieg,2019-10-27,Nevada,2192
Pete Buttigieg,2019-11-03,Nevada,1703
Pete Buttigieg,2019-11-10,Nevada,1719
Pete Buttigieg,2019-11-17,Nevada,1117
Pete Buttigieg,2019-11-24,Nevada,1460
Pete Buttigieg,2019-12-01,Nevada,305
Pete Buttigieg,2019-12-15,Nevada,453
Pete Buttigieg,2019-12-22,Nevada,3512
Pete Buttigieg,2019-12-29,Nevada,6024
Pete Buttigieg,2020-01-05,Nevada,8892
Pete Buttigieg,2020-01-12,Nevada,9667
Pete Buttigieg,2020-01-19,Nevada,944
Pete Buttigieg,2020-01-26,Nevada,310
Pete Buttigieg,2020-02-02,Nevada,675
Pete Buttigieg,2020-02-09,Nevada,2368
Pete Buttigieg,2020-02-16,Nevada,47224
Pete Buttigieg,2020-02-23,Nevada,74181
Pete Buttigieg,2020-03-01,Nevada,2320
Tom Steyer,2019-10-20,Nevada,116035
Tom Steyer,2019-10-27,Nevada,48957
Tom Steyer,2019-11-03,Nevada,40879
Tom Steyer,2019-11-10,Nevada,58812
Tom Steyer,2019-11-17,Nevada,91403
Tom Steyer,2019-11-24,Nevada,44223
Tom Steyer,2019-12-01,Nevada,47085
Tom Steyer,2019-12-15,Nevada,29232
Tom Steyer,2019-12-22,Nevada,59510
Tom Steyer,2019-12-29,Nevada,67754
Tom Steyer,2020-01-05,Nevada,66788
Tom Steyer,2020-01-12,Nevada,123308
Tom Steyer,2020-01-19,Nevada,129044
Tom Steyer,2020-01-26,Nevada,57253
Tom Steyer,2020-02-02,Nevada,59023
Tom Steyer,2020-02-09,Nevada,94634
Tom Steyer,2020-02-16,Nevada,159784
Tom Steyer,2020-02-23,Nevada,428648
Tom Steyer,2020-03-01,Nevada,100
Amy Klobuchar,2019-10-20,New Hampshire,356
Amy Klobuchar,2019-10-27,New Hampshire,200
Amy Klobuchar,2019-11-03,New Hampshire,1440
Amy Klobuchar,2019-11-10,New Hampshire,1814
Amy Klobuchar,2019-11-17,New Hampshire,565
Amy Klobuchar,2019-11-24,New Hampshire,299
Amy Klobuchar,2019-12-01,New Hampshire,100
Amy Klobuchar,2019-12-15,New Hampshire,219
Amy Klobuchar,2019-12-22,New Hampshire,347
Amy Klobuchar,2019-12-29,New Hampshire,312
Amy Klobuchar,2020-01-05,New Hampshire,273
Amy Klobuchar,2020-01-12,New Hampshire,228
Amy Klobuchar,2020-01-19,New Hampshire,259
Amy Klobuchar,2020-01-26,New Hampshire,557
Amy Klobuchar,2020-02-02,New Hampshire,7407
Amy Klobuchar,2020-02-09,New Hampshire,29270
Amy Klobuchar,2020-02-16,New Hampshire,14706
Amy Klobuchar,2020-02-23,New Hampshire,349
Amy Klobuchar,2020-03-01,New Hampshire,418
Amy Klobuchar,2020-03-08,New Hampshire,100
Andrew Yang for President 2020,2019-10-20,New Hampshire,100
Andrew Yang for President 2020,2019-10-27,New Hampshire,2510
Andrew Yang for President 2020,2019-11-03,New Hampshire,12107
Andrew Yang for President 2020,2019-11-10,New Hampshire,7616
Andrew Yang for President 2020,2019-11-17,New Hampshire,100
Andrew Yang for President 2020,2019-11-24,New Hampshire,12690
Andrew Yang for President 2020,2019-12-01,New Hampshire,6835
Andrew Yang for President 2020,2019-12-15,New Hampshire,19845
Andrew Yang for President 2020,2019-12-22,New Hampshire,8412
Andrew Yang for President 2020,2019-12-29,New Hampshire,8928
Andrew Yang for President 2020,2020-01-05,New Hampshire,10969
Andrew Yang for President 2020,2020-01-12,New Hampshire,20899
Andrew Yang for President 2020,2020-01-19,New Hampshire,17001
Andrew Yang for President 2020,2020-01-26,New Hampshire,16274
Andrew Yang for President 2020,2020-02-02,New Hampshire,21178
Andrew Yang for President 2020,2020-02-09,New Hampshire,41812
Andrew Yang for President 2020,2020-02-16,New Hampshire,17787
Bernie Sanders,2019-10-20,New Hampshire,545
Bernie Sanders,2019-10-27,New Hampshire,352
Bernie Sanders,2019-11-03,New Hampshire,1114
Bernie Sanders,2019-11-10,New Hampshire,611
Bernie Sanders,2019-11-17,New Hampshire,7605
Bernie Sanders,2019-11-24,New Hampshire,6577
Bernie Sanders,2019-12-01,New Hampshire,5997
Bernie Sanders,2019-12-15,New Hampshire,6665
Bernie Sanders,2019-12-22,New Hampshire,2732
Bernie Sanders,2019-12-29,New Hampshire,249
Bernie Sanders,2020-01-05,New Hampshire,285
Bernie Sanders,2020-01-12,New Hampshire,12142
Bernie Sanders,2020-01-19,New Hampshire,9868
Bernie Sanders,2020-01-26,New Hampshire,22371
Bernie Sanders,2020-02-02,New Hampshire,43978
Bernie Sanders,2020-02-09,New Hampshire,39743
Bernie Sanders,2020-02-16,New Hampshire,9405
Bernie Sanders,2020-02-23,New Hampshire,4209
Bernie Sanders,2020-03-01,New Hampshire,4946
Bernie Sanders,2020-03-08,New Hampshire,3876
Bernie Sanders,2020-03-15,New Hampshire,1362
Bernie Sanders,2020-03-22,New Hampshire,217
Cory Booker,2019-10-20,New Hampshire,937
Cory Booker,2019-10-27,New Hampshire,253
Cory Booker,2019-11-03,New Hampshire,429
Cory Booker,2019-11-10,New Hampshire,551
Cory Booker,2019-11-17,New Hampshire,545
Cory Booker,2019-11-24,New Hampshire,748
Cory Booker,2019-12-01,New Hampshire,107
Cory Booker,2019-12-15,New Hampshire,188
Cory Booker,2019-12-22,New Hampshire,107
Cory Booker,2019-12-29,New Hampshire,154
Cory Booker,2020-01-05,New Hampshire,124
Cory Booker,2020-01-12,New Hampshire,100
Cory Booker,2020-01-19,New Hampshire,100
Cory Booker,2020-05-10,New Hampshire,100
Donald J. Trump,2019-10-20,New Hampshire,1085
Donald J. Trump,2019-10-27,New Hampshire,1157
Donald J. Trump,2019-11-03,New Hampshire,1630
Donald J. Trump,2019-11-10,New Hampshire,1389
Donald J. Trump,2019-11-17,New Hampshire,3822
Donald J. Trump,2019-11-24,New Hampshire,2295
Donald J. Trump,2019-12-01,New Hampshire,1091
Donald J. Trump,2019-12-15,New Hampshire,2764
Donald J. Trump,2019-12-22,New Hampshire,5246
Donald J. Trump,2019-12-29,New Hampshire,1511
Donald J. Trump,2020-01-05,New Hampshire,2689
Donald J. Trump,2020-01-12,New Hampshire,2846
Donald J. Trump,2020-01-19,New Hampshire,3079
Donald J. Trump,2020-01-26,New Hampshire,3845
Donald J. Trump,2020-02-02,New Hampshire,7458
Donald J. Trump,2020-02-09,New Hampshire,13264
Donald J. Trump,2020-02-16,New Hampshire,14935
Donald J. Trump,2020-02-23,New Hampshire,1591
Donald J. Trump,2020-03-01,New Hampshire,1817
Donald J. Trump,2020-03-08,New Hampshire,1755
Donald J. Trump,2020-03-15,New Hampshire,1622
Donald J. Trump,2020-03-22,New Hampshire,2157
Donald J. Trump,2020-03-29,New Hampshire,2282
Donald J. Trump,2020-04-05,New Hampshire,2410
Donald J. Trump,2020-04-12,New Hampshire,2391
Donald J. Trump,2020-04-19,New Hampshire,3998
Donald J. Trump,2020-04-26,New Hampshire,2475
Donald J. Trump,2020-05-03,New Hampshire,2690
Donald J. Trump,2020-05-10,New Hampshire,2122
Elizabeth Warren,2019-10-20,New Hampshire,7268
Elizabeth Warren,2019-10-27,New Hampshire,7416
Elizabeth Warren,2019-11-03,New Hampshire,6402
Elizabeth Warren,2019-11-10,New Hampshire,6464
Elizabeth Warren,2019-11-17,New Hampshire,4639
Elizabeth Warren,2019-11-24,New Hampshire,7539
Elizabeth Warren,2019-12-01,New Hampshire,6366
Elizabeth Warren,2019-12-15,New Hampshire,4196
Elizabeth Warren,2019-12-22,New Hampshire,1234
Elizabeth Warren,2019-12-29,New Hampshire,2312
Elizabeth Warren,2020-01-05,New Hampshire,1987
Elizabeth Warren,2020-01-12,New Hampshire,4383
Elizabeth Warren,2020-01-19,New Hampshire,3949
Elizabeth Warren,2020-01-26,New Hampshire,6682
Elizabeth Warren,2020-02-02,New Hampshire,8635
Elizabeth Warren,2020-02-09,New Hampshire,15937
Elizabeth Warren,2020-02-16,New Hampshire,3852
Elizabeth Warren,2020-02-23,New Hampshire,2559
Elizabeth Warren,2020-03-01,New Hampshire,2130
Elizabeth Warren,2020-03-08,New Hampshire,658
Elizabeth Warren,2020-03-29,New Hampshire,100
Elizabeth Warren,2020-04-05,New Hampshire,100
Elizabeth Warren,2020-04-12,New Hampshire,100
Elizabeth Warren,2020-04-19,New Hampshire,100
Elizabeth Warren,2020-04-26,New Hampshire,100
Elizabeth Warren,2020-05-03,New Hampshire,100
Elizabeth Warren,2020-05-10,New Hampshire,100
Joe Biden,2019-10-20,New Hampshire,640
Joe Biden,2019-10-27,New Hampshire,449
Joe Biden,2019-11-03,New Hampshire,659
Joe Biden,2019-11-10,New Hampshire,441
Joe Biden,2019-11-17,New Hampshire,381
Joe Biden,2019-11-24,New Hampshire,232
Joe Biden,2019-12-01,New Hampshire,255
Joe Biden,2019-12-15,New Hampshire,651
Joe Biden,2019-12-22,New Hampshire,902
Joe Biden,2019-12-29,New Hampshire,885
Joe Biden,2020-01-05,New Hampshire,590
Joe Biden,2020-01-12,New Hampshire,269
Joe Biden,2020-01-19,New Hampshire,300
Joe Biden,2020-01-26,New Hampshire,772
Joe Biden,2020-02-02,New Hampshire,912
Joe Biden,2020-02-09,New Hampshire,5293
Joe Biden,2020-02-16,New Hampshire,1737
Joe Biden,2020-02-23,New Hampshire,405
Joe Biden,2020-03-01,New Hampshire,2473
Joe Biden,2020-03-08,New Hampshire,9675
Joe Biden,2020-03-15,New Hampshire,3699
Joe Biden,2020-03-22,New Hampshire,4682
Joe Biden,2020-03-29,New Hampshire,4909
Joe Biden,2020-04-05,New Hampshire,4624
Joe Biden,2020-04-12,New Hampshire,5833
Joe Biden,2020-04-19,New Hampshire,5108
Joe Biden,2020-04-26,New Hampshire,2255
Joe Biden,2020-05-03,New Hampshire,2878
Joe Biden,2020-05-10,New Hampshire,3078
Pete Buttigieg,2019-10-20,New Hampshire,13129
Pete Buttigieg,2019-10-27,New Hampshire,9022
Pete Buttigieg,2019-11-03,New Hampshire,7901
Pete Buttigieg,2019-11-10,New Hampshire,10237
Pete Buttigieg,2019-11-17,New Hampshire,8433
Pete Buttigieg,2019-11-24,New Hampshire,9300
Pete Buttigieg,2019-12-01,New Hampshire,10786
Pete Buttigieg,2019-12-15,New Hampshire,11974
Pete Buttigieg,2019-12-22,New Hampshire,11819
Pete Buttigieg,2019-12-29,New Hampshire,11583
Pete Buttigieg,2020-01-05,New Hampshire,26072
Pete Buttigieg,2020-01-12,New Hampshire,13890
Pete Buttigieg,2020-01-19,New Hampshire,11834
Pete Buttigieg,2020-01-26,New Hampshire,15416
Pete Buttigieg,2020-02-02,New Hampshire,6018
Pete Buttigieg,2020-02-09,New Hampshire,53453
Pete Buttigieg,2020-02-16,New Hampshire,25770
Pete Buttigieg,2020-02-23,New Hampshire,2745
Pete Buttigieg,2020-03-01,New Hampshire,1947
Tom Steyer,2019-10-20,New Hampshire,54428
Tom Steyer,2019-10-27,New Hampshire,32881
Tom Steyer,2019-11-03,New Hampshire,25878
Tom Steyer,2019-11-10,New Hampshire,45700
Tom Steyer,2019-11-17,New Hampshire,60435
Tom Steyer,2019-11-24,New Hampshire,40460
Tom Steyer,2019-12-01,New Hampshire,34495
Tom Steyer,2019-12-15,New Hampshire,24458
Tom Steyer,2019-12-22,New Hampshire,46847
Tom Steyer,2019-12-29,New Hampshire,45185
Tom Steyer,2020-01-05,New Hampshire,44020
Tom Steyer,2020-01-12,New Hampshire,69762
Tom Steyer,2020-01-19,New Hampshire,75120
