page_name,date,region,amt_spent
Tom Steyer,2019-11-10,Connecticut,660
Tom Steyer,2019-11-17,Connecticut,5149
Tom Steyer,2019-11-24,Connecticut,11952
Tom Steyer,2019-12-01,Connecticut,8727
Tom Steyer,2019-12-15,Connecticut,774
Tom Steyer,2019-12-22,Connecticut,5887
Tom Steyer,2019-12-29,Connecticut,13435
Tom Steyer,2020-01-05,Connecticut,11919
Tom Steyer,2020-01-12,Connecticut,5031
Tom Steyer,2020-01-19,Connecticut,9003
Tom Steyer,2020-01-26,Connecticut,5298
Tom Steyer,2020-02-02,Connecticut,100
Tom Steyer,2020-02-09,Connecticut,100
Tom Steyer,2020-02-16,Connecticut,100
Tom Steyer,2020-02-23,Connecticut,100
Tom Steyer,2020-03-01,Connecticut,100
Amy Klobuchar,2019-10-20,Delaware,200
Amy Klobuchar,2019-10-27,Delaware,200
Amy Klobuchar,2019-11-03,Delaware,200
Amy Klobuchar,2019-11-10,Delaware,200
Amy Klobuchar,2019-11-17,Delaware,100
Amy Klobuchar,2019-11-24,Delaware,109
Amy Klobuchar,2019-12-01,Delaware,100
Amy Klobuchar,2019-12-15,Delaware,100
Amy Klobuchar,2019-12-22,Delaware,139
Amy Klobuchar,2019-12-29,Delaware,116
Amy Klobuchar,2020-01-05,Delaware,100
Amy Klobuchar,2020-01-12,Delaware,100
Amy Klobuchar,2020-01-19,Delaware,114
Amy Klobuchar,2020-01-26,Delaware,242
Amy Klobuchar,2020-02-02,Delaware,100
Amy Klobuchar,2020-02-09,Delaware,190
Amy Klobuchar,2020-02-16,Delaware,178
Amy Klobuchar,2020-02-23,Delaware,110
Amy Klobuchar,2020-03-01,Delaware,100
Amy Klobuchar,2020-03-08,Delaware,100
Andrew Yang for President 2020,2019-10-20,Delaware,100
Andrew Yang for President 2020,2019-10-27,Delaware,100
Andrew Yang for President 2020,2019-11-03,Delaware,100
Andrew Yang for President 2020,2019-11-10,Delaware,100
Andrew Yang for President 2020,2019-11-17,Delaware,100
Andrew Yang for President 2020,2019-11-24,Delaware,100
Andrew Yang for President 2020,2019-12-01,Delaware,100
Andrew Yang for President 2020,2019-12-15,Delaware,100
Andrew Yang for President 2020,2019-12-22,Delaware,100
Andrew Yang for President 2020,2019-12-29,Delaware,100
Andrew Yang for President 2020,2020-01-05,Delaware,100
Andrew Yang for President 2020,2020-01-12,Delaware,100
Andrew Yang for President 2020,2020-01-19,Delaware,100
Andrew Yang for President 2020,2020-01-26,Delaware,100
Andrew Yang for President 2020,2020-02-02,Delaware,100
Andrew Yang for President 2020,2020-02-09,Delaware,100
Andrew Yang for President 2020,2020-02-16,Delaware,100
Bernie Sanders,2019-10-20,Delaware,139
Bernie Sanders,2019-10-27,Delaware,114
Bernie Sanders,2019-11-03,Delaware,359
Bernie Sanders,2019-11-10,Delaware,100
Bernie Sanders,2019-11-17,Delaware,187
Bernie Sanders,2019-11-24,Delaware,296
Bernie Sanders,2019-12-01,Delaware,371
Bernie Sanders,2019-12-15,Delaware,410
Bernie Sanders,2019-12-22,Delaware,289
Bernie Sanders,2019-12-29,Delaware,763
Bernie Sanders,2020-01-05,Delaware,721
Bernie Sanders,2020-01-12,Delaware,210
Bernie Sanders,2020-01-19,Delaware,557
Bernie Sanders,2020-01-26,Delaware,362
Bernie Sanders,2020-02-02,Delaware,1092
Bernie Sanders,2020-02-09,Delaware,272
Bernie Sanders,2020-02-16,Delaware,281
Bernie Sanders,2020-02-23,Delaware,968
Bernie Sanders,2020-03-01,Delaware,1189
Bernie Sanders,2020-03-08,Delaware,1125
Bernie Sanders,2020-03-15,Delaware,409
Bernie Sanders,2020-03-22,Delaware,100
Cory Booker,2019-10-20,Delaware,200
Cory Booker,2019-10-27,Delaware,200
Cory Booker,2019-11-03,Delaware,215
Cory Booker,2019-11-10,Delaware,200
Cory Booker,2019-11-17,Delaware,100
Cory Booker,2019-11-24,Delaware,100
Cory Booker,2019-12-01,Delaware,100
Cory Booker,2019-12-15,Delaware,100
Cory Booker,2019-12-22,Delaware,100
Cory Booker,2019-12-29,Delaware,100
Cory Booker,2020-01-05,Delaware,100
Cory Booker,2020-01-12,Delaware,100
Cory Booker,2020-01-19,Delaware,100
Cory Booker,2020-05-10,Delaware,100
Donald J. Trump,2019-10-20,Delaware,665
Donald J. Trump,2019-10-27,Delaware,729
Donald J. Trump,2019-11-03,Delaware,946
Donald J. Trump,2019-11-10,Delaware,890
Donald J. Trump,2019-11-17,Delaware,2377
Donald J. Trump,2019-11-24,Delaware,1409
Donald J. Trump,2019-12-01,Delaware,669
Donald J. Trump,2019-12-15,Delaware,1818
Donald J. Trump,2019-12-22,Delaware,3606
Donald J. Trump,2019-12-29,Delaware,1000
Donald J. Trump,2020-01-05,Delaware,1899
Donald J. Trump,2020-01-12,Delaware,1781
Donald J. Trump,2020-01-19,Delaware,1896
Donald J. Trump,2020-01-26,Delaware,2343
Donald J. Trump,2020-02-02,Delaware,4481
Donald J. Trump,2020-02-09,Delaware,3540
Donald J. Trump,2020-02-16,Delaware,957
Donald J. Trump,2020-02-23,Delaware,757
Donald J. Trump,2020-03-01,Delaware,881
Donald J. Trump,2020-03-08,Delaware,973
Donald J. Trump,2020-03-15,Delaware,923
Donald J. Trump,2020-03-22,Delaware,1218
Donald J. Trump,2020-03-29,Delaware,1297
Donald J. Trump,2020-04-05,Delaware,1493
Donald J. Trump,2020-04-12,Delaware,1215
Donald J. Trump,2020-04-19,Delaware,1843
Donald J. Trump,2020-04-26,Delaware,1595
Donald J. Trump,2020-05-03,Delaware,1727
Donald J. Trump,2020-05-10,Delaware,1360
Elizabeth Warren,2019-10-20,Delaware,597
Elizabeth Warren,2019-10-27,Delaware,613
Elizabeth Warren,2019-11-03,Delaware,564
Elizabeth Warren,2019-11-10,Delaware,596
Elizabeth Warren,2019-11-17,Delaware,376
Elizabeth Warren,2019-11-24,Delaware,476
Elizabeth Warren,2019-12-01,Delaware,475
Elizabeth Warren,2019-12-15,Delaware,653
Elizabeth Warren,2019-12-22,Delaware,760
Elizabeth Warren,2019-12-29,Delaware,520
Elizabeth Warren,2020-01-05,Delaware,402
Elizabeth Warren,2020-01-12,Delaware,418
Elizabeth Warren,2020-01-19,Delaware,675
Elizabeth Warren,2020-01-26,Delaware,563
Elizabeth Warren,2020-02-02,Delaware,718
Elizabeth Warren,2020-02-09,Delaware,382
Elizabeth Warren,2020-02-16,Delaware,292
Elizabeth Warren,2020-02-23,Delaware,615
Elizabeth Warren,2020-03-01,Delaware,580
Elizabeth Warren,2020-03-08,Delaware,199
Elizabeth Warren,2020-03-29,Delaware,100
Elizabeth Warren,2020-04-05,Delaware,100
Elizabeth Warren,2020-04-12,Delaware,100
Elizabeth Warren,2020-04-19,Delaware,100
Elizabeth Warren,2020-04-26,Delaware,100
Elizabeth Warren,2020-05-03,Delaware,100
Elizabeth Warren,2020-05-10,Delaware,100
Joe Biden,2019-10-20,Delaware,493
Joe Biden,2019-10-27,Delaware,462
Joe Biden,2019-11-03,Delaware,530
Joe Biden,2019-11-10,Delaware,416
Joe Biden,2019-11-17,Delaware,363
Joe Biden,2019-11-24,Delaware,266
Joe Biden,2019-12-01,Delaware,119
Joe Biden,2019-12-15,Delaware,383
Joe Biden,2019-12-22,Delaware,464
Joe Biden,2019-12-29,Delaware,462
Joe Biden,2020-01-05,Delaware,451
Joe Biden,2020-01-12,Delaware,350
Joe Biden,2020-01-19,Delaware,296
Joe Biden,2020-01-26,Delaware,445
Joe Biden,2020-02-02,Delaware,583
Joe Biden,2020-02-09,Delaware,895
Joe Biden,2020-02-16,Delaware,368
Joe Biden,2020-02-23,Delaware,593
Joe Biden,2020-03-01,Delaware,3052
Joe Biden,2020-03-08,Delaware,8766
Joe Biden,2020-03-15,Delaware,2652
Joe Biden,2020-03-22,Delaware,3533
Joe Biden,2020-03-29,Delaware,3606
Joe Biden,2020-04-05,Delaware,3338
Joe Biden,2020-04-12,Delaware,4054
Joe Biden,2020-04-19,Delaware,3989
Joe Biden,2020-04-26,Delaware,1942
Joe Biden,2020-05-03,Delaware,2477
Joe Biden,2020-05-10,Delaware,2722
Pete Buttigieg,2019-10-20,Delaware,1563
Pete Buttigieg,2019-10-27,Delaware,1182
Pete Buttigieg,2019-11-03,Delaware,975
Pete Buttigieg,2019-11-10,Delaware,939
Pete Buttigieg,2019-11-17,Delaware,386
Pete Buttigieg,2019-11-24,Delaware,617
Pete Buttigieg,2019-12-01,Delaware,124
Pete Buttigieg,2019-12-15,Delaware,161
Pete Buttigieg,2019-12-22,Delaware,300
Pete Buttigieg,2019-12-29,Delaware,282
Pete Buttigieg,2020-01-05,Delaware,339
Pete Buttigieg,2020-01-12,Delaware,134
Pete Buttigieg,2020-01-19,Delaware,235
Pete Buttigieg,2020-01-26,Delaware,149
Pete Buttigieg,2020-02-02,Delaware,331
Pete Buttigieg,2020-02-09,Delaware,1304
Pete Buttigieg,2020-02-16,Delaware,643
Pete Buttigieg,2020-02-23,Delaware,870
Pete Buttigieg,2020-03-01,Delaware,642
Tom Steyer,2019-10-20,Delaware,288
Tom Steyer,2019-10-27,Delaware,219
Tom Steyer,2019-11-03,Delaware,200
Tom Steyer,2019-11-10,Delaware,265
Tom Steyer,2019-11-17,Delaware,1434
Tom Steyer,2019-11-24,Delaware,3029
Tom Steyer,2019-12-01,Delaware,2170
Tom Steyer,2019-12-15,Delaware,196
Tom Steyer,2019-12-22,Delaware,1499
Tom Steyer,2019-12-29,Delaware,2969
Tom Steyer,2020-01-05,Delaware,2616
Tom Steyer,2020-01-12,Delaware,1143
Tom Steyer,2020-01-19,Delaware,2323
Tom Steyer,2020-01-26,Delaware,1465
Tom Steyer,2020-02-02,Delaware,100
Tom Steyer,2020-02-09,Delaware,100
Tom Steyer,2020-02-16,Delaware,100
Tom Steyer,2020-02-23,Delaware,100
Tom Steyer,2020-03-01,Delaware,100
Amy Klobuchar,2019-10-20,Florida,1299
Amy Klobuchar,2019-10-27,Florida,584
Amy Klobuchar,2019-11-03,Florida,459
Amy Klobuchar,2019-11-10,Florida,306
Amy Klobuchar,2019-11-17,Florida,152
Amy Klobuchar,2019-11-24,Florida,1592
Amy Klobuchar,2019-12-01,Florida,433
Amy Klobuchar,2019-12-15,Florida,1281
Amy Klobuchar,2019-12-22,Florida,1961
Amy Klobuchar,2019-12-29,Florida,1809
Amy Klobuchar,2020-01-05,Florida,1329
Amy Klobuchar,2020-01-12,Florida,1110
Amy Klobuchar,2020-01-19,Florida,1419
Amy Klobuchar,2020-01-26,Florida,2882
Amy Klobuchar,2020-02-02,Florida,1112
Amy Klobuchar,2020-02-09,Florida,2139
Amy Klobuchar,2020-02-16,Florida,2218
Amy Klobuchar,2020-02-23,Florida,1548
Amy Klobuchar,2020-03-01,Florida,625
Amy Klobuchar,2020-03-08,Florida,100
Andrew Yang for President 2020,2019-10-20,Florida,100
Andrew Yang for President 2020,2019-10-27,Florida,385
Andrew Yang for President 2020,2019-11-03,Florida,248
Andrew Yang for President 2020,2019-11-10,Florida,100
Andrew Yang for President 2020,2019-11-17,Florida,204
Andrew Yang for President 2020,2019-11-24,Florida,711
Andrew Yang for President 2020,2019-12-01,Florida,293
Andrew Yang for President 2020,2019-12-15,Florida,315
Andrew Yang for President 2020,2019-12-22,Florida,335
Andrew Yang for President 2020,2019-12-29,Florida,322
Andrew Yang for President 2020,2020-01-05,Florida,333
Andrew Yang for President 2020,2020-01-12,Florida,100
Andrew Yang for President 2020,2020-01-19,Florida,740
Andrew Yang for President 2020,2020-01-26,Florida,130
Andrew Yang for President 2020,2020-02-02,Florida,100
Andrew Yang for President 2020,2020-02-09,Florida,100
Andrew Yang for President 2020,2020-02-16,Florida,100
Bernie Sanders,2019-10-20,Florida,3124
Bernie Sanders,2019-10-27,Florida,2461
Bernie Sanders,2019-11-03,Florida,6239
Bernie Sanders,2019-11-10,Florida,1055
Bernie Sanders,2019-11-17,Florida,4492
Bernie Sanders,2019-11-24,Florida,7551
Bernie Sanders,2019-12-01,Florida,9747
Bernie Sanders,2019-12-15,Florida,10098
Bernie Sanders,2019-12-22,Florida,6774
Bernie Sanders,2019-12-29,Florida,17292
Bernie Sanders,2020-01-05,Florida,15180
Bernie Sanders,2020-01-12,Florida,4719
Bernie Sanders,2020-01-19,Florida,12707
Bernie Sanders,2020-01-26,Florida,8157
Bernie Sanders,2020-02-02,Florida,23474
Bernie Sanders,2020-02-09,Florida,5874
Bernie Sanders,2020-02-16,Florida,6861
Bernie Sanders,2020-02-23,Florida,23500
Bernie Sanders,2020-03-01,Florida,28036
Bernie Sanders,2020-03-08,Florida,110184
Bernie Sanders,2020-03-15,Florida,193189
Bernie Sanders,2020-03-22,Florida,45891
Cory Booker,2019-10-20,Florida,804
Cory Booker,2019-10-27,Florida,1287
Cory Booker,2019-11-03,Florida,2126
Cory Booker,2019-11-10,Florida,1022
Cory Booker,2019-11-17,Florida,618
Cory Booker,2019-11-24,Florida,1036
Cory Booker,2019-12-01,Florida,739
Cory Booker,2019-12-15,Florida,827
Cory Booker,2019-12-22,Florida,614
Cory Booker,2019-12-29,Florida,163
Cory Booker,2020-01-05,Florida,240
Cory Booker,2020-01-12,Florida,296
Cory Booker,2020-01-19,Florida,100
Cory Booker,2020-05-10,Florida,116
Donald J. Trump,2019-10-20,Florida,19971
Donald J. Trump,2019-10-27,Florida,19189
Donald J. Trump,2019-11-03,Florida,26916
Donald J. Trump,2019-11-10,Florida,22826
Donald J. Trump,2019-11-17,Florida,69901
Donald J. Trump,2019-11-24,Florida,59940
Donald J. Trump,2019-12-01,Florida,19897
Donald J. Trump,2019-12-15,Florida,51968
Donald J. Trump,2019-12-22,Florida,96775
Donald J. Trump,2019-12-29,Florida,27392
Donald J. Trump,2020-01-05,Florida,51466
Donald J. Trump,2020-01-12,Florida,55291
Donald J. Trump,2020-01-19,Florida,53434
Donald J. Trump,2020-01-26,Florida,72349
Donald J. Trump,2020-02-02,Florida,134973
Donald J. Trump,2020-02-09,Florida,108032
Donald J. Trump,2020-02-16,Florida,28478
Donald J. Trump,2020-02-23,Florida,24385
Donald J. Trump,2020-03-01,Florida,30789
Donald J. Trump,2020-03-08,Florida,31451
Donald J. Trump,2020-03-15,Florida,30145
Donald J. Trump,2020-03-22,Florida,38305
Donald J. Trump,2020-03-29,Florida,42246
Donald J. Trump,2020-04-05,Florida,47711
Donald J. Trump,2020-04-12,Florida,37847
Donald J. Trump,2020-04-19,Florida,59395
Donald J. Trump,2020-04-26,Florida,48270
Donald J. Trump,2020-05-03,Florida,48322
Donald J. Trump,2020-05-10,Florida,38016
Elizabeth Warren,2019-10-20,Florida,11414
Elizabeth Warren,2019-10-27,Florida,10341
Elizabeth Warren,2019-11-03,Florida,11675
Elizabeth Warren,2019-11-10,Florida,11347
Elizabeth Warren,2019-11-17,Florida,8192
Elizabeth Warren,2019-11-24,Florida,9987
Elizabeth Warren,2019-12-01,Florida,10295
Elizabeth Warren,2019-12-15,Florida,15412
Elizabeth Warren,2019-12-22,Florida,15719
Elizabeth Warren,2019-12-29,Florida,8788
Elizabeth Warren,2020-01-05,Florida,6467
Elizabeth Warren,2020-01-12,Florida,6699
Elizabeth Warren,2020-01-19,Florida,10476
Elizabeth Warren,2020-01-26,Florida,8939
Elizabeth Warren,2020-02-02,Florida,11126
Elizabeth Warren,2020-02-09,Florida,5698
Elizabeth Warren,2020-02-16,Florida,4235
Elizabeth Warren,2020-02-23,Florida,8784
Elizabeth Warren,2020-03-01,Florida,8514
Elizabeth Warren,2020-03-08,Florida,3500
Elizabeth Warren,2020-03-29,Florida,100
Elizabeth Warren,2020-04-05,Florida,293
Elizabeth Warren,2020-04-12,Florida,316
Elizabeth Warren,2020-04-19,Florida,598
Elizabeth Warren,2020-04-26,Florida,770
Elizabeth Warren,2020-05-03,Florida,382
Elizabeth Warren,2020-05-10,Florida,477
Joe Biden,2019-10-20,Florida,5813
Joe Biden,2019-10-27,Florida,4637
Joe Biden,2019-11-03,Florida,7374
Joe Biden,2019-11-10,Florida,6189
Joe Biden,2019-11-17,Florida,5233
Joe Biden,2019-11-24,Florida,3406
Joe Biden,2019-12-01,Florida,1197
Joe Biden,2019-12-15,Florida,5441
Joe Biden,2019-12-22,Florida,6633
Joe Biden,2019-12-29,Florida,7045
Joe Biden,2020-01-05,Florida,5785
Joe Biden,2020-01-12,Florida,3376
Joe Biden,2020-01-19,Florida,2773
Joe Biden,2020-01-26,Florida,4766
Joe Biden,2020-02-02,Florida,5898
Joe Biden,2020-02-09,Florida,8699
Joe Biden,2020-02-16,Florida,3157
Joe Biden,2020-02-23,Florida,5156
Joe Biden,2020-03-01,Florida,33186
Joe Biden,2020-03-08,Florida,136492
Joe Biden,2020-03-15,Florida,125116
Joe Biden,2020-03-22,Florida,83147
Joe Biden,2020-03-29,Florida,57635
Joe Biden,2020-04-05,Florida,54342
Joe Biden,2020-04-12,Florida,69221
Joe Biden,2020-04-19,Florida,60293
Joe Biden,2020-04-26,Florida,27115
Joe Biden,2020-05-03,Florida,32126
Joe Biden,2020-05-10,Florida,32808
Pete Buttigieg,2019-10-20,Florida,22359
Pete Buttigieg,2019-10-27,Florida,16747
Pete Buttigieg,2019-11-03,Florida,13785
Pete Buttigieg,2019-11-10,Florida,12880
Pete Buttigieg,2019-11-17,Florida,6380
Pete Buttigieg,2019-11-24,Florida,10246
Pete Buttigieg,2019-12-01,Florida,2130
Pete Buttigieg,2019-12-15,Florida,3291
Pete Buttigieg,2019-12-22,Florida,5370
Pete Buttigieg,2019-12-29,Florida,5480
Pete Buttigieg,2020-01-05,Florida,6195
Pete Buttigieg,2020-01-12,Florida,2316
Pete Buttigieg,2020-01-19,Florida,4081
Pete Buttigieg,2020-01-26,Florida,2585
Pete Buttigieg,2020-02-02,Florida,5939
Pete Buttigieg,2020-02-09,Florida,23464
Pete Buttigieg,2020-02-16,Florida,12478
Pete Buttigieg,2020-02-23,Florida,17891
Pete Buttigieg,2020-03-01,Florida,13466
Tom Steyer,2019-10-20,Florida,4248
Tom Steyer,2019-10-27,Florida,4506
Tom Steyer,2019-11-03,Florida,2403
Tom Steyer,2019-11-10,Florida,3880
Tom Steyer,2019-11-17,Florida,27799
Tom Steyer,2019-11-24,Florida,59996
Tom Steyer,2019-12-01,Florida,46001
Tom Steyer,2019-12-15,Florida,4079
Tom Steyer,2019-12-22,Florida,29673
Tom Steyer,2019-12-29,Florida,68128
Tom Steyer,2020-01-05,Florida,55369
Tom Steyer,2020-01-12,Florida,22575
Tom Steyer,2020-01-19,Florida,45210
Tom Steyer,2020-01-26,Florida,28689
Tom Steyer,2020-02-02,Florida,153
Tom Steyer,2020-02-09,Florida,100
Tom Steyer,2020-02-16,Florida,100
Tom Steyer,2020-02-23,Florida,100
Tom Steyer,2020-03-01,Florida,100
Amy Klobuchar,2019-10-20,Georgia,467
Amy Klobuchar,2019-10-27,Georgia,206
Amy Klobuchar,2019-11-03,Georgia,205
Amy Klobuchar,2019-11-10,Georgia,200
Amy Klobuchar,2019-11-17,Georgia,100
Amy Klobuchar,2019-11-24,Georgia,491
Amy Klobuchar,2019-12-01,Georgia,124
Amy Klobuchar,2019-12-15,Georgia,326
Amy Klobuchar,2019-12-22,Georgia,532
Amy Klobuchar,2019-12-29,Georgia,456
Amy Klobuchar,2020-01-05,Georgia,361
Amy Klobuchar,2020-01-12,Georgia,326
Amy Klobuchar,2020-01-19,Georgia,410
Amy Klobuchar,2020-01-26,Georgia,898
Amy Klobuchar,2020-02-02,Georgia,326
Amy Klobuchar,2020-02-09,Georgia,656
Amy Klobuchar,2020-02-16,Georgia,697
Amy Klobuchar,2020-02-23,Georgia,489
Amy Klobuchar,2020-03-01,Georgia,314
Amy Klobuchar,2020-03-08,Georgia,100
Andrew Yang for President 2020,2019-10-20,Georgia,100
Andrew Yang for President 2020,2019-10-27,Georgia,100
Andrew Yang for President 2020,2019-11-03,Georgia,129
Andrew Yang for President 2020,2019-11-10,Georgia,100
Andrew Yang for President 2020,2019-11-17,Georgia,141
Andrew Yang for President 2020,2019-11-24,Georgia,370
Andrew Yang for President 2020,2019-12-01,Georgia,114
Andrew Yang for President 2020,2019-12-15,Georgia,114
Andrew Yang for President 2020,2019-12-22,Georgia,135
Andrew Yang for President 2020,2019-12-29,Georgia,115
Andrew Yang for President 2020,2020-01-05,Georgia,144
Andrew Yang for President 2020,2020-01-12,Georgia,100
Andrew Yang for President 2020,2020-01-19,Georgia,269
Andrew Yang for President 2020,2020-01-26,Georgia,100
Andrew Yang for President 2020,2020-02-02,Georgia,100
Andrew Yang for President 2020,2020-02-09,Georgia,100
Andrew Yang for President 2020,2020-02-16,Georgia,100
Bernie Sanders,2019-10-20,Georgia,925
Bernie Sanders,2019-10-27,Georgia,945
Bernie Sanders,2019-11-03,Georgia,2299
Bernie Sanders,2019-11-10,Georgia,409
Bernie Sanders,2019-11-17,Georgia,1500
Bernie Sanders,2019-11-24,Georgia,2674
Bernie Sanders,2019-12-01,Georgia,3403
Bernie Sanders,2019-12-15,Georgia,3785
Bernie Sanders,2019-12-22,Georgia,2334
Bernie Sanders,2019-12-29,Georgia,6123
Bernie Sanders,2020-01-05,Georgia,5340
Bernie Sanders,2020-01-12,Georgia,1704
Bernie Sanders,2020-01-19,Georgia,4629
Bernie Sanders,2020-01-26,Georgia,3367
Bernie Sanders,2020-02-02,Georgia,9218
Bernie Sanders,2020-02-09,Georgia,2386
Bernie Sanders,2020-02-16,Georgia,2487
Bernie Sanders,2020-02-23,Georgia,8374
Bernie Sanders,2020-03-01,Georgia,10294
Bernie Sanders,2020-03-08,Georgia,10225
Bernie Sanders,2020-03-15,Georgia,59012
Bernie Sanders,2020-03-22,Georgia,619
Cory Booker,2019-10-20,Georgia,288
Cory Booker,2019-10-27,Georgia,470
Cory Booker,2019-11-03,Georgia,769
Cory Booker,2019-11-10,Georgia,431
Cory Booker,2019-11-17,Georgia,197
Cory Booker,2019-11-24,Georgia,359
Cory Booker,2019-12-01,Georgia,266
Cory Booker,2019-12-15,Georgia,332
Cory Booker,2019-12-22,Georgia,203
Cory Booker,2019-12-29,Georgia,100
Cory Booker,2020-01-05,Georgia,178
Cory Booker,2020-01-12,Georgia,118
Cory Booker,2020-01-19,Georgia,100
Cory Booker,2020-05-10,Georgia,100
Donald J. Trump,2019-10-20,Georgia,6751
Donald J. Trump,2019-10-27,Georgia,6725
Donald J. Trump,2019-11-03,Georgia,10093
Donald J. Trump,2019-11-10,Georgia,8714
Donald J. Trump,2019-11-17,Georgia,29506
Donald J. Trump,2019-11-24,Georgia,16391
Donald J. Trump,2019-12-01,Georgia,6681
Donald J. Trump,2019-12-15,Georgia,21632
Donald J. Trump,2019-12-22,Georgia,39966
Donald J. Trump,2019-12-29,Georgia,10075
Donald J. Trump,2020-01-05,Georgia,18999
Donald J. Trump,2020-01-12,Georgia,20705
Donald J. Trump,2020-01-19,Georgia,21460
Donald J. Trump,2020-01-26,Georgia,30950
Donald J. Trump,2020-02-02,Georgia,59971
Donald J. Trump,2020-02-09,Georgia,47931
Donald J. Trump,2020-02-16,Georgia,11440
Donald J. Trump,2020-02-23,Georgia,9416
Donald J. Trump,2020-03-01,Georgia,11587
Donald J. Trump,2020-03-08,Georgia,12830
Donald J. Trump,2020-03-15,Georgia,11975
Donald J. Trump,2020-03-22,Georgia,15363
Donald J. Trump,2020-03-29,Georgia,16833
Donald J. Trump,2020-04-05,Georgia,20421
Donald J. Trump,2020-04-12,Georgia,16222
Donald J. Trump,2020-04-19,Georgia,24411
Donald J. Trump,2020-04-26,Georgia,18968
Donald J. Trump,2020-05-03,Georgia,19146
Donald J. Trump,2020-05-10,Georgia,14991
Elizabeth Warren,2019-10-20,Georgia,5004
Elizabeth Warren,2019-10-27,Georgia,5265
Elizabeth Warren,2019-11-03,Georgia,4874
Elizabeth Warren,2019-11-10,Georgia,6664
Elizabeth Warren,2019-11-17,Georgia,6560
Elizabeth Warren,2019-11-24,Georgia,4959
Elizabeth Warren,2019-12-01,Georgia,4461
Elizabeth Warren,2019-12-15,Georgia,8782
Elizabeth Warren,2019-12-22,Georgia,7923
Elizabeth Warren,2019-12-29,Georgia,4772
Elizabeth Warren,2020-01-05,Georgia,3625
Elizabeth Warren,2020-01-12,Georgia,3723
Elizabeth Warren,2020-01-19,Georgia,5912
Elizabeth Warren,2020-01-26,Georgia,4712
Elizabeth Warren,2020-02-02,Georgia,5651
Elizabeth Warren,2020-02-09,Georgia,3253
Elizabeth Warren,2020-02-16,Georgia,2265
Elizabeth Warren,2020-02-23,Georgia,4834
Elizabeth Warren,2020-03-01,Georgia,5008
Elizabeth Warren,2020-03-08,Georgia,2115
Elizabeth Warren,2020-03-29,Georgia,100
Elizabeth Warren,2020-04-05,Georgia,100
Elizabeth Warren,2020-04-12,Georgia,100
Elizabeth Warren,2020-04-19,Georgia,119
Elizabeth Warren,2020-04-26,Georgia,268
Elizabeth Warren,2020-05-03,Georgia,132
Elizabeth Warren,2020-05-10,Georgia,182
Joe Biden,2019-10-20,Georgia,1732
Joe Biden,2019-10-27,Georgia,1363
Joe Biden,2019-11-03,Georgia,2360
Joe Biden,2019-11-10,Georgia,2002
Joe Biden,2019-11-17,Georgia,1699
Joe Biden,2019-11-24,Georgia,1043
Joe Biden,2019-12-01,Georgia,333
Joe Biden,2019-12-15,Georgia,1809
Joe Biden,2019-12-22,Georgia,2179
Joe Biden,2019-12-29,Georgia,2339
Joe Biden,2020-01-05,Georgia,2074
Joe Biden,2020-01-12,Georgia,1087
Joe Biden,2020-01-19,Georgia,791
Joe Biden,2020-01-26,Georgia,1638
Joe Biden,2020-02-02,Georgia,1963
Joe Biden,2020-02-09,Georgia,3885
Joe Biden,2020-02-16,Georgia,1590
Joe Biden,2020-02-23,Georgia,2143
Joe Biden,2020-03-01,Georgia,13044
Joe Biden,2020-03-08,Georgia,46378
Joe Biden,2020-03-15,Georgia,17540
Joe Biden,2020-03-22,Georgia,21133
Joe Biden,2020-03-29,Georgia,22874
Joe Biden,2020-04-05,Georgia,22296
Joe Biden,2020-04-12,Georgia,27212
Joe Biden,2020-04-19,Georgia,24516
Joe Biden,2020-04-26,Georgia,12224
Joe Biden,2020-05-03,Georgia,14038
Joe Biden,2020-05-10,Georgia,15356
Pete Buttigieg,2019-10-20,Georgia,8544
Pete Buttigieg,2019-10-27,Georgia,6553
Pete Buttigieg,2019-11-03,Georgia,5012
Pete Buttigieg,2019-11-10,Georgia,4817
Pete Buttigieg,2019-11-17,Georgia,2316
Pete Buttigieg,2019-11-24,Georgia,4128
Pete Buttigieg,2019-12-01,Georgia,774
Pete Buttigieg,2019-12-15,Georgia,1115
Pete Buttigieg,2019-12-22,Georgia,1993
Pete Buttigieg,2019-12-29,Georgia,1859
Pete Buttigieg,2020-01-05,Georgia,1967
Pete Buttigieg,2020-01-12,Georgia,819
Pete Buttigieg,2020-01-19,Georgia,1376
Pete Buttigieg,2020-01-26,Georgia,930
Pete Buttigieg,2020-02-02,Georgia,1973
Pete Buttigieg,2020-02-09,Georgia,8093
Pete Buttigieg,2020-02-16,Georgia,4243
Pete Buttigieg,2020-02-23,Georgia,5962
Pete Buttigieg,2020-03-01,Georgia,4306
Tom Steyer,2019-10-20,Georgia,1433
Tom Steyer,2019-10-27,Georgia,1623
Tom Steyer,2019-11-03,Georgia,961
Tom Steyer,2019-11-10,Georgia,1263
Tom Steyer,2019-11-17,Georgia,7841
Tom Steyer,2019-11-24,Georgia,17466
Tom Steyer,2019-12-01,Georgia,11849
Tom Steyer,2019-12-15,Georgia,1102
Tom Steyer,2019-12-22,Georgia,8330
Tom Steyer,2019-12-29,Georgia,18975
Tom Steyer,2020-01-05,Georgia,15885
Tom Steyer,2020-01-12,Georgia,6460
Tom Steyer,2020-01-19,Georgia,13529
